For PC or kiln tph,KILN SPEED (rpm),KILN AMPS ,P.H.Fan1 Speed (rpm),P.H.Fan2 Speed (rpm),PH-1 I/L temp. (oC),PH-1  I/L DRAUGHT (MMWG),PH-2 I/L temp. (oC),PH-2  I/L DRAUGHT (MMWG),P.C. O/L,Kiln inlet draught (mmwg),Kiln inlet temp. (oC),Ter. Air temp. (oC),P.C. O/L temp. (oC),P.C. O/L        CO (ppm),P.H-2 O/L CO(ppm),P.H. FAN-1 KW,P.H. FAN-2 KW,TERTIARY AIR DUCT DRAFT 1
24.0,3.96,643,817,816,285,-607.7,292,-599,15,-237,15,1094,998,43,339,434,712,11
23.9,3.96,653,817,815,300,-598.1,275,-621,16,-249,16,1089,990,150,443,382,694,11
24.0,3.96,642,817,816,297,-601.8,276,-615,17,-254,17,1080,986,23,391,399,695,11
24.0,3.96,662,817,815,291,-602.2,277,-620,18,-251,18,1084,986,29,365,417,689,11
24.0,3.96,677,817,816,292,-607.6,279,-613,19,-258,19,1066,973,43,399,391,693,11
23.8,3.95,650,817,816,294,-606.7,275,-621,20,-248,20,1065,972,35,234,477,695,11
24.0,3.95,656,817,816,290,-613.5,278,-636,21,-261,21,1056,971,23,382,425,693,11
24.1,3.96,632,818,816,294,-615.4,275,-632,22,-262,22,1077,976,38,278,347,696,11
24.1,3.96,663,817,816,291,-619.8,280,-627,23,-253,23,1061,977,20,304,373,711,11
24.8,3.95,674,817,816,300,-587.9,279,-607,0,-243,0,1062,1005,0,295,52,688,11
24.7,3.95,681,817,816,298,-603.9,282,-614,1,-253,1,1090,998,0,304,17,679,11
24.2,3.96,691,817,816,292,-610.9,291,-596,2,-239,2,1092,996,0,304,26,702,11
24.2,3.95,666,817,816,295,-602.5,290,-601,3,-240,3,1088,1002,177,312,495,688,11
24.3,3.96,646,817,816,295,-605.8,288,-601,4,-242,4,1081,1008,0,347,347,693,11
24.0,3.96,639,817,816,297,-608.9,284,-612,5,-245,5,1068,1011,9,312,451,689,11
23.6,3.96,688,817,816,285,-620.8,297,-605,6,-256,6,1072,1002,0,295,339,698,11
23.1,3.95,748,818,816,283,-620.9,298,-600,7,-249,7,1088,997,136,286,347,696,11
23.5,3.95,718,817,816,287,-609.9,293,-596,8,-242,8,1086,1003,52,312,365,698,11
22.9,3.96,690,818,816,290,-617.6,288,-615,9,-258,9,1095,1007,0,304,417,695,11
23.4,3.96,672,817,816,285,-619.3,299,-605,10,-253,10,1108,999,3,278,330,691,11
23.5,3.95,685,817,816,297,-600.9,288,-609,11,-239,11,1092,995,3,321,365,692,11
23.5,3.96,731,817,816,322,-582.9,289,-615,12,-249,12,1066,953,3,295,339,674,11
23.5,3.96,668,817,816,306,-587.6,286,-603,13,-247,13,1108,986,0,312,347,670,11
0.0,0.00,0,199,197,314,-2.7,296,-2,14,14,14,734,836,0,52,26,3,11
20.0,2.98,634,722,721,340,-443.4,356,-441,15,-176,15,835,765,32,234,286,442,11
24.5,4.07,664,825,824,303,-601.6,306,-596,16,-240,16,1051,920,292,339,703,703,11
24.3,4.07,646,817,816,296,-602.7,301,-592,17,-239,17,1071,960,0,321,339,701,11
24.5,4.07,658,822,821,297,-597.3,291,-614,18,-241,18,1064,962,214,260,582,687,11
24.0,4.07,684,822,821,292,-609.4,295,-612,19,-245,19,1040,968,0,252,347,701,11
23.7,4.07,731,822,821,284,-613.4,297,-604,20,-241,20,1086,974,231,269,304,696,11
23.6,4.07,730,822,821,286,-614.5,293,-614,21,-244,21,1061,975,20,391,556,708,11
23.5,4.07,704,822,821,280,-619.4,300,-604,22,-256,22,1081,987,0,339,373,711,11
23.8,4.07,682,822,821,284,-608.4,296,-607,23,-240,23,1086,987,0,226,608,709,11
23.6,3.96,658,817,816,290,-613.5,281,-617,0,-254,0,1095,988,9,295,356,697,11
24.3,3.96,633,817,816,283,-620.9,284,-610,1,-259,1,1057,989,9,295,382,705,11
24.3,3.96,645,817,816,290,-606.9,278,-620,2,-251,2,1051,981,336,339,443,693,11
24.2,3.96,644,822,821,286,-611.1,281,-615,3,-253,3,1057,982,14,408,373,706,11
24.0,3.96,642,822,821,296,-609.1,275,-630,4,-254,4,1084,992,14,425,408,706,11
24.3,3.96,629,823,821,283,-614.9,286,-611,5,-246,5,1059,989,35,339,399,721,11
24.0,3.96,657,822,821,287,-626.8,288,-621,6,-254,6,1077,1000,12,304,373,710,11
24.2,3.96,651,822,821,278,-621.9,286,-627,7,-257,7,1060,991,17,330,408,712,11
24.1,3.96,661,822,821,277,-631.7,290,-621,8,-259,8,1062,984,26,330,408,709,11
24.1,3.95,686,822,821,286,-617.0,286,-623,9,-254,9,1065,990,14,339,399,712,11
24.4,3.95,685,817,816,290,-609.8,278,-625,10,-252,10,1089,995,20,278,425,698,11
23.8,3.95,710,818,816,282,-617.5,288,-601,11,-248,11,1099,997,17,260,391,711,11
24.0,3.95,677,817,816,286,-617.4,287,-616,12,-254,12,1113,1001,14,269,347,698,11
24.5,3.95,672,817,816,278,-611.1,294,-604,13,-249,13,1093,1008,12,408,339,703,11
24.6,3.96,689,817,816,278,-605.9,294,-602,14,-238,14,1095,1005,9,260,339,702,11
24.6,3.96,657,817,816,290,-596.1,283,-602,15,-239,15,1095,1014,6,95,174,693,11
25.0,3.95,693,817,816,274,-619.5,301,-601,16,-237,16,1083,1009,12,0,122,700,11
24.6,3.96,672,817,816,287,-600.3,283,-616,17,-244,17,1106,1003,9,52,87,690,11
24.6,3.96,667,813,811,277,-611.9,290,-597,18,-247,18,1064,988,6,226,26,692,11
24.0,3.95,718,818,816,277,-620.5,295,-605,19,-247,19,1070,993,0,61,26,700,11
24.1,3.95,708,817,815,283,-618.6,291,-611,20,-250,20,1083,993,0,156,61,699,11
24.0,3.95,729,818,816,288,-624.9,295,-609,21,-252,21,1093,996,6,69,35,702,11
23.7,3.95,678,817,816,291,-616.1,292,-601,22,-247,22,1068,989,0,174,43,697,11
23.9,3.96,681,817,816,299,-595.2,280,-616,23,-245,23,1067,991,0,469,9,684,11
24.6,4.07,681,822,822,295,-617.6,281,-619,0,-260,0,1072,991,17,321,911,704,11
24.4,4.07,690,822,821,298,-601.6,283,-615,1,-249,1,1081,997,174,43,382,694,11
24.7,4.07,662,822,821,295,-614.1,282,-614,2,-242,2,1075,993,504,208,642,701,11
24.3,4.07,650,822,821,292,-605.4,284,-620,3,-245,3,1056,989,0,139,347,699,11
24.1,4.07,689,823,821,295,-615.6,279,-626,4,-263,4,1061,983,492,61,529,699,11
23.7,4.07,715,822,821,286,-633.6,291,-621,5,-262,5,1054,970,168,0,330,706,11
23.9,4.07,690,822,821,280,-633.5,289,-620,6,-263,6,1062,983,272,35,234,714,11
23.9,4.07,685,822,821,292,-611.1,278,-625,7,-259,7,1069,985,747,17,148,692,11
24.1,4.07,636,822,821,283,-625.0,286,-617,8,-252,8,1041,980,35,26,78,702,11
24.0,3.96,674,817,816,290,-604.1,284,-610,9,-248,9,1051,974,231,234,26,703,11
24.0,3.96,712,817,816,290,-600.1,284,-609,10,-249,10,1056,985,0,295,9,690,11
24.3,3.95,678,817,815,296,-593.5,276,-624,11,-243,11,1075,991,0,286,9,685,11
24.1,3.66,637,817,816,313,-585.7,264,-632,12,-247,12,1064,994,437,217,9,681,11
23.5,3.67,658,817,816,283,-615.1,289,-606,13,-252,13,1051,986,1594,304,0,691,11
23.0,3.55,636,817,815,287,-605.9,292,-597,14,-241,14,1015,974,0,278,0,690,11
21.5,2.97,731,767,766,299,-531.8,284,-552,15,-221,15,987,944,327,269,17,557,11
21.0,2.97,738,752,751,296,-511.5,284,-522,16,-209,16,1019,956,0,286,26,526,11
22.1,2.98,705,752,751,288,-524.9,285,-524,17,-215,17,1019,953,0,304,26,538,11
22.3,2.80,752,752,751,284,-528.3,292,-527,18,-214,18,982,938,0,278,156,539,11
22.4,2.97,705,753,751,292,-523.2,288,-526,19,-217,19,1028,947,0,295,17,532,11
22.0,2.97,703,752,751,287,-527.7,294,-519,20,-205,20,1009,949,220,295,304,536,11
22.2,2.98,681,752,751,287,-523.9,298,-518,21,-217,21,997,941,457,260,286,531,11
22.8,3.09,682,752,751,299,-512.7,282,-531,22,-213,22,1030,952,174,260,304,532,11
23.3,3.44,635,774,772,287,-553.9,291,-547,23,-218,23,1029,965,194,278,321,587,11
24.0,3.78,756,827,826,294,-618.1,289,-618,0,-257,0,1092,987,0,260,365,704,11
23.3,3.78,740,827,826,276,-635.2,305,-606,1,-255,1,1078,986,43,278,347,722,11
23.0,3.78,738,827,826,286,-622.1,296,-609,2,-255,2,1069,978,0,234,339,719,11
23.3,3.78,746,827,826,278,-632.5,300,-610,3,-254,3,1068,970,0,191,356,725,11
23.0,3.78,738,827,826,278,-637.6,305,-616,4,-257,4,1069,972,0,52,339,719,11
24.1,3.78,694,817,816,279,-619.1,300,-603,5,-253,5,1054,965,376,9,304,688,11
23.4,3.78,741,817,816,277,-622.4,305,-598,6,-242,6,1077,978,165,0,347,727,11
24.1,3.78,697,817,816,285,-612.6,293,-605,7,-241,7,1095,993,258,0,347,705,11
24.5,3.78,747,817,816,286,-615.6,293,-600,8,-246,8,1084,986,14,0,321,713,11
24.4,3.84,723,823,821,283,-612.1,301,-594,9,-247,9,1076,986,133,26,304,713,11
24.0,3.84,685,822,821,292,-609.4,291,-615,10,-247,10,1088,987,20,26,443,706,11
23.1,3.84,740,823,822,287,-620.2,295,-608,11,-253,11,1086,985,0,347,295,719,11
22.9,3.84,737,817,816,286,-600.2,292,-611,12,-241,12,1089,983,859,347,304,679,11
23.0,3.84,699,817,816,286,-606.3,291,-604,13,-243,13,1103,987,78,269,278,683,11
23.0,3.84,730,817,816,279,-616.5,300,-602,14,-239,14,1098,984,0,356,191,702,11
23.3,3.84,742,817,816,286,-611.2,294,-599,15,-241,15,1102,995,0,417,0,701,11
23.6,3.84,733,817,816,285,-604.8,295,-600,16,-245,16,1112,999,0,312,0,677,11
24.0,3.84,699,817,816,279,-599.6,297,-596,17,-229,17,1119,1004,0,382,78,700,11
24.0,3.78,710,817,815,302,-598.9,284,-610,18,-242,18,1083,991,0,312,0,698,11
24.0,3.78,733,817,816,306,-587.8,276,-626,19,-252,19,1102,998,712,339,0,680,11
23.5,3.78,752,817,816,286,-591.7,293,-602,20,-237,20,1090,1000,767,321,0,681,11
23.0,3.78,766,817,816,299,-590.0,284,-601,21,-247,21,1102,995,819,312,0,678,11
23.4,3.78,750,817,816,286,-599.1,291,-609,22,-248,22,1068,981,58,356,0,688,11
23.0,3.89,739,817,817,292,-605.0,283,-614,23,-246,23,1095,981,0,382,113,685,11
23.8,4.07,661,822,821,294,-612.5,286,-621,0,-256,0,1052,972,12,252,382,701,11
23.6,4.07,679,822,821,295,-616.7,288,-614,1,-257,1,1065,979,116,434,312,707,11
23.8,4.07,636,822,821,291,-613.6,288,-609,2,-251,2,1080,986,78,339,295,695,11
24.4,4.07,652,822,821,297,-601.1,284,-620,3,-248,3,1066,985,0,269,304,698,11
24.2,4.07,673,823,821,291,-608.3,290,-612,4,-253,4,1057,983,0,208,312,695,11
24.3,4.07,673,822,821,297,-605.7,285,-613,5,-246,5,1103,990,35,321,312,695,11
24.2,4.07,658,822,821,290,-610.6,291,-610,6,-250,6,1089,992,72,226,312,701,11
24.2,4.07,662,822,821,287,-621.4,293,-620,7,-261,7,1072,991,321,304,616,699,11
24.1,4.07,711,823,821,292,-631.9,293,-624,8,-259,8,1090,989,211,122,634,709,11
23.0,4.07,721,822,821,295,-610.1,285,-615,9,-254,9,1069,985,246,17,174,704,11
22.9,4.07,696,822,821,290,-638.4,292,-638,10,-273,10,1066,980,26,0,139,738,11
22.9,4.07,699,817,816,291,-624.3,288,-629,11,-259,11,1080,988,32,0,87,691,11
23.4,4.07,707,817,816,296,-617.4,285,-625,12,-267,12,1066,981,26,0,52,689,11
23.6,4.07,670,817,816,291,-613.3,285,-615,13,-254,13,1101,990,17,0,52,690,11
23.9,4.07,668,817,816,290,-613.5,287,-617,14,-254,14,1107,1000,43,26,17,690,11
23.8,4.07,663,817,816,285,-620.6,294,-613,15,-254,15,1094,1006,851,312,26,697,11
23.9,4.07,666,817,816,294,-609.9,285,-620,16,-251,16,1107,1002,72,365,43,689,11
24.3,4.07,644,817,816,285,-609.7,290,-600,17,-241,17,1087,1005,188,312,9,695,11
23.8,4.07,660,817,816,291,-605.4,287,-611,18,-245,18,1100,999,3,365,26,694,11
23.3,4.07,688,817,816,291,-610.2,290,-612,19,-256,19,1086,991,0,339,0,692,11
23.8,4.07,694,817,816,291,-603.6,288,-610,20,-252,20,1081,991,0,312,26,677,11
23.3,4.07,696,817,816,291,-606.9,288,-615,21,-249,21,1076,991,0,243,61,684,11
23.1,4.07,689,817,816,295,-606.4,283,-610,22,-245,22,1092,989,0,286,104,692,11
23.1,4.07,679,817,816,289,-615.7,292,-608,23,-254,23,1073,992,93,339,78,702,11
23.3,4.07,693,817,816,291,-609.7,291,-604,0,-245,0,1080,993,191,286,347,695,11
23.7,4.07,675,817,816,290,-609.4,292,-606,1,-244,1,1086,996,95,477,747,688,11
23.5,4.07,660,818,816,288,-613.1,287,-613,2,-243,2,1089,995,697,295,391,694,11
24.0,4.07,650,817,816,291,-615.0,284,-614,3,-251,3,1080,999,1649,391,668,700,11
24.9,4.07,665,822,821,298,-607.7,281,-625,4,-243,4,1080,997,269,295,339,701,11
24.5,4.07,675,822,821,297,-611.2,288,-614,5,-251,5,1087,995,3,278,321,694,11
23.8,4.07,677,817,816,292,-606.5,286,-614,6,-251,6,1075,996,177,330,373,682,11
23.1,4.07,690,817,816,297,-610.3,280,-625,7,-260,7,1083,989,0,304,408,699,11
23.5,4.07,644,818,816,296,-606.4,281,-624,8,-257,8,1088,983,304,312,391,693,11
23.0,4.07,676,817,816,304,-587.4,275,-632,9,-250,9,1081,989,0,217,399,677,11
23.6,4.07,659,817,816,307,-595.8,267,-623,10,-253,10,1063,986,504,243,330,674,11
23.8,4.07,643,817,816,300,-594.4,274,-622,11,-245,11,1083,982,69,252,347,689,11
23.7,4.07,648,817,816,288,-609.0,287,-615,12,-255,12,1088,1000,9,278,347,691,11
24.4,4.07,628,817,816,287,-610.2,283,-625,13,-254,13,1108,1011,0,278,321,689,11
24.4,4.07,656,817,816,278,-615.8,295,-603,14,-239,14,1098,1007,6,304,330,702,11
24.3,4.07,656,817,811,278,-615.5,292,-595,15,-239,15,1091,1010,0,278,356,705,11
24.2,4.07,660,812,811,287,-596.9,284,-610,16,-243,16,1102,1010,0,720,417,673,11
23.5,4.07,676,817,816,291,-602.1,278,-617,17,-247,17,1101,1008,0,347,373,685,11
23.3,4.07,677,817,816,289,-608.8,281,-615,18,-256,18,1088,998,761,330,365,682,11
23.5,4.07,639,817,816,276,-620.2,294,-611,19,-249,19,1079,998,706,286,339,696,11
23.2,4.07,645,817,816,305,-599.1,270,-627,20,-250,20,1077,992,347,330,391,689,11
23.0,4.07,625,817,816,304,-600.8,268,-630,21,-251,21,1069,982,451,425,391,689,11
23.7,4.07,596,817,816,310,-596.7,264,-636,22,-256,22,1044,976,35,226,321,666,11
24.6,4.07,640,823,821,300,-619.0,274,-622,23,-252,23,1041,984,0,252,330,712,11
24.0,3.44,649,797,796,293,-577.7,286,-583,0,-226,0,1006,953,0,286,356,635,11
24.2,3.84,709,822,821,292,-613.3,281,-622,1,-248,1,1042,970,515,286,443,696,11
24.1,3.84,706,822,821,279,-631.0,293,-621,2,-255,2,1031,964,249,304,330,711,11
23.5,3.84,707,823,821,284,-619.8,289,-617,3,-256,3,1044,964,344,243,373,708,11
23.6,3.84,710,822,821,289,-628.2,281,-619,4,-258,4,1024,962,477,321,503,703,11
23.8,3.84,680,823,822,280,-623.2,293,-604,5,-253,5,1011,969,0,286,382,705,11
24.1,3.84,670,822,821,289,-617.7,283,-606,6,-246,6,987,953,446,582,703,699,11
24.2,3.84,734,817,816,282,-616.5,286,-609,7,-251,7,1059,971,3,339,443,690,11
23.8,3.84,706,817,816,281,-612.1,290,-597,8,-253,8,1071,974,14,339,356,693,11
23.7,3.84,707,817,816,281,-614.9,291,-603,9,-240,9,1063,981,145,0,347,698,11
23.7,3.90,639,817,816,296,-601.1,280,-611,10,-240,10,1073,994,0,278,339,694,11
24.0,3.90,629,817,816,288,-602.5,284,-614,11,-243,11,1077,992,2173,339,495,697,11
23.8,3.78,636,817,816,291,-608.2,285,-616,12,-253,12,1055,985,0,260,330,686,11
23.4,3.78,729,817,816,292,-598.6,284,-608,13,-244,13,1081,984,0,269,330,679,11
22.4,3.78,731,817,816,298,-593.2,281,-604,14,-248,14,1073,989,0,260,304,683,11
21.7,3.78,681,817,815,287,-605.9,285,-601,15,-243,15,1065,992,657,278,347,682,11
22.3,3.78,673,817,815,297,-588.7,273,-625,16,-250,16,1031,957,220,260,382,667,11
22.8,3.78,668,823,822,297,-607.3,276,-633,17,-253,17,1039,953,0,234,347,689,11
23.1,3.78,698,817,816,292,-604.0,278,-622,18,-255,18,1086,967,368,269,330,669,11
23.0,3.78,655,818,821,284,-608.1,292,-607,19,-243,19,1069,983,0,286,356,704,11
22.4,3.78,672,817,816,292,-599.0,299,-592,20,-233,20,1068,983,0,217,347,683,11
23.0,3.78,741,812,811,301,-587.1,300,-585,21,-232,21,1087,978,0,286,304,672,11
24.5,3.78,677,817,816,291,-582.6,289,-588,22,-228,22,1092,982,0,260,312,668,11
24.5,3.78,732,827,826,284,-621.7,299,-610,23,-242,23,1083,977,0,217,321,713,11
22.8,3.95,758,817,815,293,-602.1,285,-599,0,-245,0,1100,988,0,434,339,689,11
23.0,3.95,738,817,815,285,-613.8,292,-611,1,-259,1,1092,984,87,382,26,692,11
23.4,3.95,683,817,816,293,-596.0,283,-610,2,-235,2,1093,981,0,434,356,685,11
23.7,3.95,699,817,816,298,-594.3,283,-615,3,-240,3,1097,987,0,304,373,681,11
23.6,3.95,702,817,816,293,-595.9,288,-603,4,-247,4,1094,992,0,330,330,686,11
24.0,3.95,724,817,816,289,-603.6,293,-606,5,-242,5,1096,988,674,365,339,687,11
23.0,3.96,702,817,816,287,-599.2,292,-600,6,-241,6,1100,981,87,321,330,688,11
23.4,3.96,702,817,816,283,-612.1,295,-604,7,-244,7,1091,988,738,365,391,693,11
23.2,3.95,714,817,816,292,-611.8,286,-619,8,-247,8,1053,967,0,356,330,688,11
22.9,3.95,729,817,816,299,-604.9,283,-623,9,-257,9,1084,987,353,304,356,681,11
22.5,3.95,738,817,816,291,-601.0,292,-616,10,-245,10,1107,982,0,321,304,681,11
22.9,3.95,733,817,816,297,-599.2,285,-619,11,-246,11,1124,993,0,286,312,679,11
23.0,3.96,687,817,816,292,-602.7,286,-619,12,-249,12,1095,994,162,269,304,686,11
23.5,3.96,671,817,816,290,-608.3,287,-599,13,-240,13,1082,993,0,321,278,727,11
24.0,3.95,678,817,816,287,-600.4,291,-607,14,-243,14,1096,997,0,304,269,694,11
23.5,3.78,726,818,816,293,-583.5,284,-604,15,-243,15,1078,979,637,356,347,678,11
23.7,3.78,654,817,816,289,-598.2,286,-598,16,-232,16,1088,991,41,356,286,689,11
23.9,3.78,688,818,816,295,-591.1,282,-608,17,-234,17,1077,986,0,304,312,679,11
23.6,3.78,730,818,816,283,-601.8,291,-606,18,-247,18,1101,987,9,486,365,683,11
23.0,3.78,728,817,816,284,-613.8,289,-606,19,-247,19,1101,986,0,321,286,687,11
23.0,3.78,739,817,816,291,-599.5,284,-612,20,-245,20,1107,989,0,217,339,683,11
23.9,3.78,719,817,816,292,-603.5,284,-612,21,-248,21,1086,981,0,286,330,678,11
23.8,3.78,701,817,816,289,-601.0,280,-610,22,-240,22,1106,988,0,43,304,689,11
23.3,3.78,733,817,816,283,-604.8,290,-599,23,-239,23,1103,988,0,0,312,690,11
23.6,3.78,733,817,816,287,-601.0,283,-601,0,-243,0,1089,978,686,0,304,676,11
23.9,3.78,731,817,816,299,-599.5,276,-614,1,-235,1,1094,989,148,17,677,691,11
23.9,3.78,717,817,816,296,-591.8,276,-612,2,-239,2,1113,999,0,17,295,673,11
24.1,3.78,710,817,815,295,-589.0,276,-611,3,-239,3,1112,1000,159,0,304,676,11
24.0,3.78,723,817,816,290,-599.4,281,-598,4,-239,4,1102,996,304,234,573,686,11
23.6,3.78,722,817,816,280,-610.9,292,-597,5,-244,5,1084,994,0,330,252,682,11
23.7,3.78,730,817,816,291,-600.8,280,-614,6,-253,6,1089,989,0,278,234,682,11
23.3,3.78,729,817,816,285,-599.0,282,-618,7,-251,7,1100,987,0,330,208,680,11
23.3,3.78,728,817,816,289,-598.4,282,-612,8,-245,8,1096,987,1487,304,156,686,11
23.1,3.78,708,817,816,298,-599.2,273,-631,9,-247,9,1096,982,521,304,104,680,11
23.2,3.78,679,817,816,294,-604.8,276,-615,10,-257,10,1084,981,0,312,0,674,11
23.4,3.78,686,817,816,288,-596.3,281,-609,11,-239,11,1085,980,23,365,0,683,11
23.2,3.78,707,817,816,290,-593.3,281,-606,12,-246,12,1080,982,0,321,0,674,11
23.3,3.78,690,817,816,293,-594.2,279,-602,13,-233,13,1114,986,3,443,0,676,11
23.6,3.78,691,817,816,298,-592.7,270,-607,14,-239,14,1120,993,1279,417,0,687,11
24.5,3.78,674,823,822,294,-602.7,277,-628,15,-254,15,1115,996,747,330,0,678,11
23.6,3.78,737,823,821,294,-607.2,281,-619,16,-256,16,1111,984,0,599,0,699,11
23.3,3.78,747,817,816,285,-601.2,282,-612,17,-246,17,1102,987,0,321,0,682,11
23.3,3.78,739,817,816,292,-608.4,277,-616,18,-248,18,1102,987,130,347,0,684,11
23.3,3.78,781,822,821,295,-613.9,278,-612,19,-242,19,1100,989,449,312,304,705,11
22.9,3.78,771,817,816,290,-597.9,279,-605,20,-255,20,1102,989,616,312,312,679,11
23.2,3.66,709,817,816,292,-609.0,286,-606,21,-241,21,1081,954,0,243,312,684,11
23.2,3.78,726,822,821,292,-602.7,282,-610,22,-251,22,1087,974,0,260,339,689,11
23.2,3.78,729,817,815,283,-612.8,282,-604,23,-243,23,1076,967,1369,373,356,700,11
24.5,3.78,729,817,816,293,-594.7,276,-613,0,-246,0,1107,968,6,312,304,676,11
24.2,3.78,746,817,816,287,-606.3,281,-607,1,-238,1,1116,992,3,373,391,688,11
24.3,3.78,790,827,826,305,-604.0,279,-620,2,-241,2,1095,959,0,304,339,707,11
24.3,3.78,750,822,821,289,-607.9,283,-606,3,-242,3,1103,989,9,330,347,705,11
23.7,3.78,746,817,816,284,-600.4,282,-603,4,-247,4,1102,985,0,703,807,681,11
23.1,3.78,772,817,816,281,-602.1,284,-602,5,-244,5,1124,997,12,321,330,678,11
23.3,3.78,755,817,816,285,-606.1,277,-613,6,-246,6,1091,992,0,321,312,685,11
23.3,3.78,732,817,815,279,-611.6,286,-600,7,-242,7,1093,980,12,391,443,692,11
23.3,3.78,749,817,816,284,-598.5,280,-611,8,-245,8,1100,992,0,304,382,690,11
24.0,3.78,710,817,816,280,-595.4,283,-605,9,-243,9,1122,1001,17,347,339,695,11
24.0,3.78,734,817,816,288,-601.9,277,-602,10,-246,10,1102,996,23,321,330,692,11
23.5,3.78,678,812,810,279,-590.4,280,-586,11,-234,11,1135,997,20,295,295,671,11
23.5,3.78,711,813,811,281,-599.3,288,-591,12,-245,12,1096,991,23,347,382,675,11
23.8,3.78,673,812,811,278,-602.9,285,-586,13,-238,13,1092,996,793,339,347,686,11
23.6,3.78,668,817,816,282,-597.1,280,-603,14,-245,14,1083,983,388,330,347,680,11
23.1,3.78,717,817,816,282,-606.4,283,-596,15,-238,15,1089,975,990,321,495,692,11
23.3,3.78,701,817,816,287,-603.9,278,-613,16,-268,16,1072,976,14,174,469,674,11
23.3,3.78,716,830,829,281,-627.2,290,-620,17,-264,17,1055,962,422,252,321,707,11
23.1,3.84,720,831,829,283,-633.1,290,-623,18,-269,18,1070,962,590,0,330,732,11
23.9,3.55,664,817,816,285,-603.9,284,-607,19,-247,19,1075,968,119,0,330,678,11
23.9,3.55,755,817,816,278,-621.5,289,-619,20,-254,20,1067,961,101,0,373,699,11
23.9,3.55,795,817,816,276,-612.5,286,-630,21,-249,21,1086,974,75,26,451,689,11
23.6,3.95,705,817,816,279,-613.5,279,-613,22,-245,22,1099,987,9,43,373,692,11
23.8,3.78,702,817,816,273,-612.4,286,-601,23,-245,23,1088,981,98,243,425,693,11
24.0,3.78,704,823,821,283,-602.0,294,-599,0,-236,0,1085,972,12,399,460,699,11
23.7,3.78,738,817,815,284,-600.3,284,-595,1,-237,1,1094,970,23,755,937,686,11
23.4,3.78,745,818,816,282,-629.1,283,-624,2,-254,2,1090,967,32,382,425,696,11
23.3,3.78,715,817,816,283,-605.5,282,-600,3,-250,3,1088,970,49,347,469,684,11
23.0,3.78,723,817,815,280,-608.5,284,-596,4,-249,4,1075,968,49,391,417,680,11
23.0,3.78,682,817,816,283,-601.4,282,-601,5,-247,5,1067,963,17,382,417,686,11
23.1,3.78,718,817,816,273,-622.0,295,-606,6,-247,6,1090,966,145,365,434,705,11
22.8,3.78,698,813,811,282,-602.0,284,-604,7,-236,7,1093,974,1108,365,451,685,11
23.5,3.78,691,812,811,278,-607.5,290,-597,8,-247,8,1077,972,153,365,460,689,11
23.3,3.78,722,813,811,276,-610.7,292,-592,9,-241,9,1092,976,304,339,434,695,11
23.2,3.78,710,813,811,283,-603.7,290,-589,10,-237,10,1109,981,32,234,399,678,11
23.6,3.78,683,807,806,288,-583.8,283,-588,11,-229,11,1106,991,43,139,434,662,11
23.6,3.67,665,807,806,292,-589.5,279,-599,12,-231,12,1066,980,29,43,486,665,11
23.6,3.78,652,807,806,290,-586.6,278,-598,13,-233,13,1085,979,35,26,469,675,11
23.1,3.78,713,807,806,293,-597.4,273,-604,14,-241,14,1074,976,139,9,451,671,11
22.8,3.78,711,807,806,297,-586.2,269,-618,15,-256,15,1075,969,20,0,425,652,11
22.8,3.78,737,807,806,297,-587.6,268,-611,16,-241,16,1069,968,35,43,512,660,11
22.6,3.78,715,803,802,279,-600.3,280,-605,17,-251,17,1084,979,58,217,512,664,11
22.5,3.78,725,803,801,295,-584.6,267,-600,18,-244,18,1091,976,38,356,460,646,11
23.2,3.78,712,807,806,294,-585.4,275,-601,19,-245,19,1072,979,23,373,425,660,11
23.6,3.78,758,807,806,292,-584.2,276,-603,20,-243,20,1090,984,14,339,391,658,11
23.2,3.78,754,807,806,291,-585.0,272,-599,21,-235,21,1097,986,26,339,417,661,11
22.9,3.78,742,807,806,296,-590.7,272,-609,22,-242,22,1109,986,26,391,339,667,11
23.0,3.78,714,817,816,290,-603.3,279,-609,23,-239,23,1097,991,20,382,304,694,11
23.2,3.78,687,807,806,281,-599.6,290,-604,0,-251,0,1099,987,75,382,61,664,11
23.0,3.78,721,807,806,278,-605.1,291,-593,1,-256,1,1075,987,174,365,0,670,11
22.3,3.78,719,797,796,266,-596.4,296,-569,2,-245,2,1096,982,35,260,286,650,11
22.4,3.78,734,797,796,271,-599.9,289,-587,3,-246,3,1102,986,43,356,113,649,11
22.0,3.78,688,807,806,272,-621.2,292,-595,4,-262,4,1106,982,20,260,269,676,11
22.4,3.78,638,807,806,277,-607.4,284,-601,5,-257,5,1084,988,14,495,747,667,11
23.0,3.67,670,807,806,274,-603.1,286,-593,6,-258,6,1086,982,49,312,425,659,11
23.2,3.78,657,807,806,273,-597.9,284,-603,7,-251,7,1093,983,20,573,729,667,11
23.1,3.84,649,807,806,283,-592.1,278,-605,8,-242,8,1101,991,52,243,382,659,11
23.3,3.90,618,807,806,286,-596.4,275,-610,9,-250,9,1112,1000,38,234,312,658,11
23.7,3.78,671,807,806,288,-596.4,276,-608,10,-253,10,1079,989,26,243,408,666,11
23.3,3.78,667,807,806,298,-599.0,272,-617,11,-243,11,1098,986,41,217,399,671,11
